id,name,street_address,town,postcode,join_date,status,acquisition_source,churn_date
293,Patricia Davies,27 Arctic Rd,Yarmouth,PO41 7MN,2025-06-19,Active,Door-to-Door,
294,Mary Robinson,89 High St,Ryde,PO33 8OJ,2026-01-05,Active,Organic,
295,William Smith,96 High St,Ryde,PO33 9RA,2025-03-24,Churned,Organic,2026-02-22
296,William Smith,26 High St,Ventnor,PO38 3UW,2024-05-14,Active,Organic,
297,Patricia Davies,85 Queens Rd,Shanklin,PO37 4MP,2025-11-28,Active,Radio Ad,
298,Jennifer Brown,18 Victoria Ave,East Cowes,PO32 9OP,2025-01-20,Active,Google Search,
299,Linda Smith,125 London Rd,Sandown,PO36 7TM,2026-04-14,Active,Organic,
300,William Smith,110 Park Rd,Bembridge,PO35 1NW,2025-07-23,Active,Door-to-Door,
301,Patricia Jones,86 Queens Rd,Newport,PO30 5YC,2023-10-18,Active,Leaflets,
302,Patricia Brown,141 Mill Hill Rd,Ventnor,PO38 5SL,2024-02-12,Churned,Sponsorship,2025-07-13
303,Jennifer Wilson,95 Broadway,Newport,PO30 5LI,2025-05-28,Churned,Organic,2025-11-04
304,William Jones,147 High St,Ryde,PO33 2WK,2023-01-01,Active,Organic,
305,James Jones,74 Tithe Barn,Sandown,PO36 8XD,2024-09-24,Active,Organic,
306,Mary Wilson,56 Mill Hill Rd,Totland Bay,PO39 8DR,2025-08-29,Active,Door-to-Door,
307,Robert Smith,38 Main Rd,Cowes,PO31 2BA,2025-06-21,Active,Door-to-Door,
308,Mary Robinson,69 Arctic Rd,East Cowes,PO32 3KR,2025-08-10,Churned,Billboards,2026-03-06
309,Mary Davies,28 York St,Newport,PO30 8NW,2024-11-12,Active,Organic,
310,Mary Wilson,1 Queens Rd,East Cowes,PO32 2SR,2025-12-22,Active,Door-to-Door,
311,John Williams,76 Church Rd,Seaview,PO34 8CZ,2026-02-01,Active,Organic,
312,Michael Williams,16 Park Rd,Newport,PO30 6CT,2024-10-14,Active,Organic,
313,Mary Williams,60 Park Rd,Sandown,PO36 6JH,2024-04-07,Active,Organic,
314,Michael Jones,36 High St,Cowes,PO31 1NE,2023-08-06,Active,Organic,
315,Elizabeth Jones,133 Park Rd,Ventnor,PO38 5ML,2026-01-28,Active,Leaflets,
316,Patricia Johnson,55 York St,Newport,PO30 8QP,2024-05-02,Active,Facebook Ads,
317,William Robinson,24 Arctic Rd,Sandown,PO36 6CV,2025-06-09,Active,Door-to-Door,
318,Michael Taylor,32 Main Rd,Newport,PO30 3QH,2025-01-25,Active,Organic,
319,Jennifer Wright,101 Church Rd,Seaview,PO34 6YA,2025-03-12,Active,Organic,
320,Patricia Jones,140 Broadway,Cowes,PO31 5MF,2023-12-25,Active,Organic,
321,Patricia Robinson,87 Broadway,Newport,PO30 4CD,2023-07-24,Churned,Organic,2024-09-13
322,Mary Johnson,150 Victoria Ave,Ryde,PO33 4UQ,2025-08-07,Active,Organic,
323,William Jones,75 London Rd,Bembridge,PO35 7NO,2024-02-23,Active,Organic,
324,John Williams,141 Mill Hill Rd,Ryde,PO33 8TQ,2024-01-18,Active,Organic,
325,Robert Wright,137 Park Rd,Sandown,PO36 1LK,2024-09-03,Active,Organic,
326,Robert Jones,4 Broadway,Bembridge,PO35 8UT,2023-03-22,Active,Sponsorship,
327,Linda Robinson,54 Tithe Barn,Seaview,PO34 7UV,2024-03-31,Active,Organic,
328,Michael Davies,79 Tithe Barn,Newport,PO30 5GV,2024-03-15,Active,Local Fair,
329,Mary Wright,89 Church Rd,Ryde,PO33 7RH,2023-12-22,Active,Organic,
330,James Wright,41 York St,Ryde,PO33 7NW,2023-11-18,Active,Google Search,
331,Jennifer Smith,14 Church Rd,Seaview,PO34 1ES,2024-11-26,Active,Organic,
332,Patricia Jones,63 Park Rd,Ryde,PO33 4LI,2023-07-07,Active,Organic,
333,John Smith,59 London Rd,Newport,PO30 8FA,2024-08-10,Active,Organic,
334,John Taylor,66 Station Rd,Ryde,PO33 3GW,2024-02-11,Active,Organic,
335,Robert Smith,57 Queens Rd,Ryde,PO33 3IK,2023-11-30,Active,Instagram Influencer,
336,Patricia Johnson,136 York St,Cowes,PO31 1YC,2025-01-29,Active,Organic,
337,Jennifer Robinson,67 Queens Rd,Ryde,PO33 5LI,2025-09-10,Active,Local Fair,
338,Elizabeth Wright,42 York St,Seaview,PO34 4BV,2025-09-19,Active,Google Search,
339,Jennifer Williams,12 Church Rd,Ryde,PO33 5QU,2024-10-30,Active,Organic,
340,Elizabeth Taylor,134 Tithe Barn,Freshwater,PO40 2AK,2025-04-08,Active,Organic,
341,Linda Robinson,1 Arctic Rd,Sandown,PO36 5TE,2024-05-17,Active,Organic,
342,Michael Wilson,75 London Rd,Ryde,PO33 8RO,2025-02-02,Active,Facebook Ads,
343,Elizabeth Robinson,86 York St,Sandown,PO36 2ML,2025-07-11,Active,Organic,
344,Elizabeth Davies,85 Arctic Rd,Ryde,PO33 8AZ,2023-08-19,Active,Door-to-Door,
345,Patricia Williams,113 York St,Newport,PO30 1ET,2024-06-29,Active,Organic,
346,Mary Brown,24 High St,Newport,PO30 9VH,2023-12-28,Active,Organic,
347,Elizabeth Wright,9 Arctic Rd,Newport,PO30 3SV,2025-05-25,Active,Organic,
348,William Robinson,122 Park Rd,Seaview,PO34 4EX,2025-04-11,Active,Door-to-Door,
349,Robert Jones,95 London Rd,Shanklin,PO37 8SI,2024-11-20,Active,Organic,
350,Linda Wilson,35 Arctic Rd,Ryde,PO33 4QD,2025-01-09,Active,Organic,
351,William Brown,134 Tithe Barn,Newport,PO30 2AX,2025-12-08,Active,Google Search,
352,James Taylor,70 Park Rd,Newport,PO30 8ZU,2025-07-31,Active,Radio Ad,
353,Robert Taylor,97 Tithe Barn,Bembridge,PO35 9DP,2024-08-05,Churned,Door-to-Door,2025-04-09
354,Patricia Wilson,2 Church Rd,Newport,PO30 6IW,2024-06-19,Active,Organic,
355,William Wright,83 Queens Rd,Sandown,PO36 7XB,2025-01-28,Active,Google Search,
356,James Taylor,53 Queens Rd,Newport,PO30 8NW,2025-07-29,Active,Organic,
357,Elizabeth Brown,10 Arctic Rd,Freshwater,PO40 4SW,2025-04-27,Active,Organic,
358,Mary Smith,77 Park Rd,Cowes,PO31 6UM,2025-01-30,Active,Organic,
359,Elizabeth Wright,99 Tithe Barn,Seaview,PO34 6YA,2023-03-04,Active,Organic,
360,Linda Wright,19 Broadway,Freshwater,PO40 8QH,2024-01-05,Active,Organic,
361,Mary Wilson,34 Church Rd,Cowes,PO31 3KY,2024-02-10,Active,Organic,
362,Mary Davies,75 Station Rd,Bembridge,PO35 7JJ,2024-11-29,Churned,Organic,2025-07-12
363,Jennifer Davies,4 York St,Newport,PO30 1CT,2024-10-20,Active,Organic,
364,William Wright,111 Church Rd,Ryde,PO33 2ZL,2024-01-02,Active,Organic,
365,Linda Wilson,25 Park Rd,Newport,PO30 9MB,2026-04-19,Active,Organic,
366,Jennifer Wilson,44 Victoria Ave,Ryde,PO33 4DV,2025-06-30,Active,Organic,
367,Linda Taylor,130 Station Rd,Newport,PO30 9QG,2023-07-05,Active,Organic,
368,William Brown,33 Main Rd,Ryde,PO33 7FJ,2025-09-11,Active,Organic,
369,Linda Johnson,77 Queens Rd,Ryde,PO33 7VE,2023-11-28,Active,Organic,
370,Mary Smith,58 London Rd,Cowes,PO31 7KG,2023-07-04,Active,Google Search,
371,Linda Williams,147 Park Rd,Sandown,PO36 6VM,2024-06-13,Active,Radio Ad,
372,Jennifer Taylor,82 Main Rd,Ryde,PO33 9DU,2025-08-14,Active,Organic,
373,Linda Robinson,135 York St,Shanklin,PO37 1ZC,2025-05-27,Active,Sponsorship,
374,Robert Taylor,137 Church Rd,Newport,PO30 1YK,2026-04-17,Active,Organic,
375,Patricia Wright,131 Arctic Rd,East Cowes,PO32 6DD,2023-02-16,Active,Organic,
376,Elizabeth Davies,121 Arctic Rd,Ryde,PO33 4DV,2023-05-25,Churned,Facebook Ads,2024-12-12
377,Michael Smith,55 Queens Rd,Ryde,PO33 6EZ,2025-01-10,Active,Organic,
378,Linda Williams,108 Main Rd,Newport,PO30 8LK,2024-09-20,Active,Organic,
379,Robert Wright,70 High St,Newport,PO30 6MZ,2024-07-20,Active,Leaflets,
380,Jennifer Taylor,117 Broadway,Freshwater,PO40 4JI,2023-08-22,Active,Organic,
381,Linda Jones,124 Tithe Barn,Sandown,PO36 9XK,2025-04-12,Active,Organic,
382,John Wilson,133 Church Rd,East Cowes,PO32 7FF,2023-09-13,Active,Organic,
383,Patricia Wilson,75 Queens Rd,Sandown,PO36 1IJ,2025-10-09,Active,Organic,
384,John Brown,87 York St,Cowes,PO31 5MF,2023-10-17,Active,Door-to-Door,
385,Patricia Johnson,75 Main Rd,Newport,PO30 7ZN,2026-04-11,Active,Google Search,
386,Robert Williams,44 Arctic Rd,Newport,PO30 1BH,2024-03-17,Active,Local Fair,
387,John Jones,118 London Rd,East Cowes,PO32 5IA,2026-03-09,Active,Organic,
388,James Robinson,93 London Rd,Ryde,PO33 7NU,2023-10-20,Active,Facebook Ads,
389,Mary Jones,94 Mill Hill Rd,Cowes,PO31 1SD,2024-06-21,Active,Organic,
390,James Robinson,144 Victoria Ave,Newport,PO30 5LE,2024-02-02,Active,Sponsorship,
391,Michael Robinson,104 Station Rd,Ryde,PO33 6WT,2025-04-25,Active,Radio Ad,
392,Mary Robinson,145 Park Rd,Ryde,PO33 5RE,2023-07-31,Active,Organic,
393,William Williams,127 Church Rd,Newport,PO30 3ZE,2025-03-07,Active,Organic,
394,John Jones,45 High St,Shanklin,PO37 3LU,2024-12-28,Active,Organic,
395,Patricia Wilson,77 Station Rd,Cowes,PO31 7KR,2024-01-27,Active,Organic,
396,William Davies,18 Church Rd,Newport,PO30 1HN,2023-03-06,Active,Door-to-Door,
397,Patricia Williams,84 Broadway,Cowes,PO31 2GF,2025-10-04,Active,Instagram Influencer,
398,Patricia Davies,68 Church Rd,Sandown,PO36 7OC,2025-09-25,Active,Organic,
399,Elizabeth Wilson,60 High St,Newport,PO30 9RC,2025-08-08,Active,Organic,
400,Mary Jones,150 High St,Bembridge,PO35 8OY,2024-03-06,Churned,Organic,2024-12-01
401,John Williams,93 Station Rd,Newport,PO30 7NJ,2023-06-24,Active,Google Search,
402,Elizabeth Wilson,125 Tithe Barn,Shanklin,PO37 6ZO,2024-08-22,Active,Organic,
403,Mary Williams,83 York St,Ryde,PO33 6IA,2024-11-15,Active,Google Search,
404,John Williams,106 Arctic Rd,Ryde,PO33 1JX,2025-02-04,Active,Leaflets,
405,Elizabeth Davies,123 Church Rd,Ryde,PO33 9PB,2025-03-26,Active,Facebook Ads,
406,James Wright,108 High St,East Cowes,PO32 1TH,2025-08-07,Active,Radio Ad,
407,Elizabeth Wilson,7 Main Rd,Ryde,PO33 6IA,2025-09-27,Active,Organic,
408,Michael Brown,99 Victoria Ave,Ryde,PO33 1BY,2026-03-03,Active,Local Fair,
409,Elizabeth Taylor,123 Broadway,Newport,PO30 9RC,2025-02-18,Active,Organic,
410,Robert Davies,78 Church Rd,Ryde,PO33 6LW,2025-01-21,Churned,Facebook Ads,2025-05-12
411,Jennifer Williams,58 Station Rd,Ryde,PO33 6HL,2023-07-16,Churned,Organic,2023-10-15
412,John Brown,120 Station Rd,Sandown,PO36 8LW,2025-06-19,Active,Door-to-Door,
413,Michael Johnson,94 Arctic Rd,Cowes,PO31 8BA,2025-06-25,Active,Organic,
414,Mary Robinson,97 Station Rd,Cowes,PO31 6RQ,2026-01-09,Active,Organic,
415,John Jones,31 Broadway,Ryde,PO33 4FW,2024-01-06,Active,Organic,
416,Patricia Smith,72 Queens Rd,Totland Bay,PO39 3EY,2024-12-11,Active,Local Fair,
417,William Brown,25 Park Rd,Ryde,PO33 1RU,2025-10-07,Active,Instagram Influencer,
418,John Brown,55 London Rd,Cowes,PO31 2CY,2025-03-02,Active,Organic,
419,John Wilson,109 Main Rd,Newport,PO30 9OP,2025-04-16,Active,Organic,
420,James Brown,150 Arctic Rd,East Cowes,PO32 6WZ,2023-12-08,Active,Instagram Influencer,
421,Linda Brown,77 Main Rd,Ryde,PO33 8BA,2024-02-15,Active,Sponsorship,
422,Patricia Williams,122 Church Rd,Seaview,PO34 5QA,2025-06-19,Active,Leaflets,
423,John Wilson,85 Main Rd,Cowes,PO31 7BJ,2024-12-25,Active,Organic,
424,Patricia Davies,22 High St,Ryde,PO33 6LP,2024-01-22,Active,Organic,
425,John Williams,87 Mill Hill Rd,Ryde,PO33 2GS,2025-01-27,Active,Facebook Ads,
426,Mary Williams,48 Broadway,Ryde,PO33 4LR,2023-03-30,Active,Radio Ad,
427,Elizabeth Johnson,30 Main Rd,Sandown,PO36 7TQ,2024-07-09,Active,Door-to-Door,
428,John Smith,148 Arctic Rd,Ryde,PO33 4LI,2025-07-02,Churned,Door-to-Door,2026-03-09
429,James Wright,100 High St,Newport,PO30 1HQ,2024-01-13,Active,Organic,
430,Elizabeth Wilson,21 High St,East Cowes,PO32 6RM,2025-10-11,Active,Organic,
431,William Robinson,140 Church Rd,Ryde,PO33 8ZN,2025-12-19,Active,Organic,
432,Jennifer Wilson,14 High St,Sandown,PO36 2QZ,2025-09-09,Active,Organic,
433,Patricia Wright,65 Victoria Ave,Ventnor,PO38 3CA,2026-02-05,Active,Facebook Ads,
434,John Smith,49 High St,Newport,PO30 9VW,2024-08-30,Active,Organic,
435,Elizabeth Wilson,72 Park Rd,Ryde,PO33 6WY,2023-03-08,Active,Door-to-Door,
436,Mary Williams,102 London Rd,Cowes,PO31 3QB,2026-02-27,Active,Organic,
437,Elizabeth Taylor,43 Tithe Barn,Cowes,PO31 9BU,2026-03-12,Active,Organic,
438,Michael Robinson,134 Main Rd,Newport,PO30 2IL,2026-01-24,Active,Organic,
439,James Johnson,62 Mill Hill Rd,Newport,PO30 5WL,2026-04-17,Active,Organic,
440,James Davies,145 York St,Newport,PO30 3XF,2024-04-05,Active,Organic,
441,Jennifer Taylor,80 High St,Cowes,PO31 2OL,2025-09-28,Active,Organic,
442,William Brown,88 Main Rd,Ryde,PO33 6LP,2024-06-11,Active,Organic,
443,Patricia Wright,142 Park Rd,Shanklin,PO37 5NE,2023-10-07,Active,Radio Ad,
444,Robert Davies,131 Victoria Ave,Newport,PO30 4RA,2025-11-04,Active,Google Search,
445,Robert Williams,54 High St,Ryde,PO33 7RH,2025-04-22,Active,Organic,
446,Robert Robinson,131 High St,East Cowes,PO32 6NH,2023-04-09,Active,Organic,
447,Jennifer Jones,3 Station Rd,Ryde,PO33 4LI,2025-02-25,Active,Billboards,
448,Mary Wright,55 Broadway,Newport,PO30 2QA,2024-11-13,Active,Google Search,
449,Robert Brown,87 Victoria Ave,Newport,PO30 2XI,2024-11-29,Active,Organic,
450,Linda Wright,62 Tithe Barn,Bembridge,PO35 4OI,2025-05-14,Active,Organic,
451,John Smith,23 London Rd,Newport,PO30 5IV,2025-02-07,Active,Radio Ad,
452,Robert Johnson,88 High St,Shanklin,PO37 6IZ,2025-05-15,Active,Organic,
453,William Smith,33 Mill Hill Rd,Cowes,PO31 5XS,2024-08-16,Churned,Organic,2025-12-24
454,James Brown,78 Park Rd,Newport,PO30 4LC,2024-11-06,Active,Organic,
455,James Smith,115 London Rd,Cowes,PO31 4XD,2025-09-24,Active,Organic,
456,Elizabeth Robinson,106 London Rd,Sandown,PO36 5QO,2024-05-07,Churned,Organic,2025-11-05
457,John Wright,21 Station Rd,Bembridge,PO35 6AC,2025-11-11,Active,Organic,
458,Michael Johnson,90 Arctic Rd,Newport,PO30 4RS,2025-02-20,Active,Billboards,
459,James Johnson,41 Arctic Rd,Cowes,PO31 1RC,2024-06-22,Active,Door-to-Door,
460,Michael Wright,134 Victoria Ave,Ryde,PO33 3XK,2023-11-03,Active,Organic,
461,Patricia Wright,69 Main Rd,Cowes,PO31 2IX,2023-11-30,Active,Organic,
462,Patricia Williams,112 Tithe Barn,Ryde,PO33 3KY,2025-12-08,Active,Organic,
463,Michael Taylor,24 London Rd,Cowes,PO31 3II,2024-02-16,Active,Organic,
464,Mary Jones,84 Church Rd,Newport,PO30 8IK,2023-06-07,Active,Sponsorship,
465,Jennifer Wilson,90 Tithe Barn,Cowes,PO31 2NZ,2023-05-08,Active,Organic,
466,Linda Brown,115 Arctic Rd,Newport,PO30 9RN,2024-06-29,Active,Door-to-Door,
467,Elizabeth Wright,66 Broadway,Newport,PO30 9MB,2024-12-27,Active,Organic,
468,Jennifer Robinson,48 Arctic Rd,Newport,PO30 5GA,2025-02-27,Active,Billboards,
469,Mary Davies,7 Station Rd,Ryde,PO33 3MY,2024-03-28,Active,Local Fair,
470,William Brown,86 London Rd,Sandown,PO36 1DW,2024-07-23,Active,Organic,
471,Mary Taylor,17 York St,Totland Bay,PO39 5RD,2025-04-25,Active,Organic,
472,Jennifer Johnson,91 Main Rd,Bembridge,PO35 4SX,2023-03-22,Active,Organic,
473,Jennifer Williams,70 Victoria Ave,Sandown,PO36 9RN,2023-01-17,Churned,Sponsorship,2024-01-16
474,James Davies,114 York St,Newport,PO30 5OD,2026-03-10,Active,Google Search,
475,John Brown,41 High St,Cowes,PO31 8WX,2024-03-25,Active,Local Fair,
476,Patricia Wright,86 London Rd,Cowes,PO31 1SY,2023-07-03,Active,Google Search,
477,Linda Williams,38 Main Rd,Bembridge,PO35 9TB,2025-03-02,Active,Billboards,
478,Patricia Taylor,106 London Rd,Newport,PO30 7ZN,2025-01-08,Active,Door-to-Door,
479,William Robinson,29 Mill Hill Rd,Newport,PO30 8NW,2025-03-29,Active,Organic,
480,James Davies,143 Park Rd,Sandown,PO36 2ES,2024-07-22,Churned,Organic,2026-03-01
481,Mary Smith,98 Mill Hill Rd,Cowes,PO31 6XY,2025-08-12,Active,Organic,
482,Robert Wright,128 Broadway,Cowes,PO31 2SZ,2025-01-15,Active,Google Search,
483,Linda Smith,66 Queens Rd,East Cowes,PO32 6ER,2024-10-25,Active,Organic,
484,James Taylor,62 Station Rd,East Cowes,PO32 8FQ,2024-05-30,Active,Instagram Influencer,
485,Elizabeth Smith,125 High St,Newport,PO30 2PH,2025-06-22,Active,Door-to-Door,
486,Robert Smith,69 Main Rd,Sandown,PO36 3IO,2025-06-21,Active,Organic,
487,Elizabeth Wilson,121 Station Rd,Shanklin,PO37 3CA,2026-01-06,Active,Organic,
488,Michael Williams,130 Victoria Ave,Ryde,PO33 2AM,2024-12-07,Active,Local Fair,
489,Patricia Brown,47 Queens Rd,Newport,PO30 1YK,2025-06-29,Churned,Door-to-Door,2025-12-21
490,Michael Taylor,65 Station Rd,Newport,PO30 5XO,2024-03-14,Active,Organic,
491,Patricia Brown,126 Tithe Barn,Newport,PO30 7CN,2025-07-04,Active,Door-to-Door,
492,Mary Wilson,83 Tithe Barn,Newport,PO30 8CI,2025-07-28,Active,Organic,
493,Mary Brown,23 Broadway,Sandown,PO36 5QZ,2024-03-06,Active,Local Fair,
494,Linda Taylor,34 Mill Hill Rd,Ryde,PO33 6IA,2024-05-30,Churned,Instagram Influencer,2024-10-30
495,John Taylor,146 Broadway,East Cowes,PO32 5AF,2024-11-15,Active,Google Search,
496,James Brown,124 Broadway,Newport,PO30 7FZ,2023-02-24,Churned,Door-to-Door,2024-08-20
497,Michael Robinson,46 Queens Rd,Totland Bay,PO39 8HN,2024-04-23,Active,Facebook Ads,
498,Jennifer Williams,116 London Rd,Bembridge,PO35 2RD,2023-03-31,Churned,Leaflets,2024-02-24
499,Linda Williams,88 Mill Hill Rd,Sandown,PO36 2CK,2025-01-21,Active,Organic,
500,John Taylor,32 York St,Cowes,PO31 4ZD,2024-10-26,Active,Google Search,
501,Jennifer Johnson,25 Victoria Ave,Newport,PO30 3NN,2023-02-25,Active,Organic,
502,Robert Davies,9 London Rd,Ryde,PO33 5XP,2025-08-20,Active,Organic,
503,Robert Brown,149 Park Rd,Newport,PO30 9LV,2025-08-01,Active,Radio Ad,
504,Mary Taylor,75 Broadway,Ryde,PO33 9UR,2024-05-23,Active,Organic,
505,Robert Wright,19 York St,Newport,PO30 9IM,2025-05-27,Active,Sponsorship,
506,Michael Wilson,64 Station Rd,Newport,PO30 6BR,2025-01-12,Active,Organic,
507,James Jones,25 York St,Cowes,PO31 9LZ,2024-10-29,Active,Google Search,
508,James Jones,28 Queens Rd,Ryde,PO33 7VN,2025-05-24,Active,Organic,
509,Elizabeth Wright,33 Queens Rd,Newport,PO30 4MX,2023-02-19,Active,Door-to-Door,
510,Mary Davies,88 York St,Cowes,PO31 1SD,2023-04-15,Active,Instagram Influencer,
511,James Jones,98 Church Rd,Ryde,PO33 9KG,2023-03-29,Active,Leaflets,
512,Elizabeth Davies,42 London Rd,Ryde,PO33 6EZ,2023-02-01,Active,Door-to-Door,
513,John Robinson,146 Victoria Ave,Ryde,PO33 8OJ,2024-09-23,Active,Organic,
514,Patricia Williams,100 Main Rd,Newport,PO30 2AX,2024-09-11,Active,Local Fair,
515,Linda Smith,5 York St,East Cowes,PO32 1LL,2024-12-27,Active,Organic,
516,Linda Wright,96 London Rd,Cowes,PO31 3FL,2023-05-27,Active,Local Fair,
517,Linda Johnson,108 High St,Ryde,PO33 5XP,2024-02-10,Active,Sponsorship,
518,John Wright,50 York St,Newport,PO30 2FB,2023-06-07,Churned,Sponsorship,2024-08-10
519,Elizabeth Davies,115 Park Rd,Sandown,PO36 6VM,2024-06-29,Active,Organic,
520,Mary Smith,53 Broadway,Sandown,PO36 8TF,2024-10-29,Active,Organic,
521,James Brown,146 York St,Totland Bay,PO39 8AX,2024-05-28,Active,Organic,
522,William Smith,4 Park Rd,Ryde,PO33 5EC,2024-07-14,Churned,Organic,2025-12-08
523,John Wright,105 Mill Hill Rd,Newport,PO30 6OM,2026-02-21,Active,Facebook Ads,
524,Jennifer Smith,129 Church Rd,Newport,PO30 2WU,2024-07-25,Active,Leaflets,
525,Patricia Jones,73 Tithe Barn,Cowes,PO31 2LY,2023-06-26,Churned,Organic,2024-07-18
526,Elizabeth Wilson,142 Church Rd,Sandown,PO36 8LW,2023-07-14,Churned,Organic,2024-01-04
527,William Williams,136 Queens Rd,Cowes,PO31 5ML,2024-08-03,Active,Organic,
528,Michael Williams,130 Arctic Rd,Ryde,PO33 1SQ,2023-10-27,Active,Organic,
529,Mary Brown,130 Arctic Rd,Newport,PO30 9UR,2024-01-04,Active,Organic,
530,Michael Wright,45 Mill Hill Rd,Ryde,PO33 2WI,2026-01-29,Active,Organic,
531,James Brown,37 High St,Cowes,PO31 8JA,2023-12-02,Active,Instagram Influencer,
532,Elizabeth Smith,10 Mill Hill Rd,Newport,PO30 3XB,2023-07-04,Active,Organic,
533,Patricia Smith,18 Main Rd,East Cowes,PO32 2IO,2023-05-16,Active,Radio Ad,
534,Elizabeth Wilson,145 Tithe Barn,Ventnor,PO38 5ZC,2023-04-18,Active,Instagram Influencer,
535,Linda Williams,38 High St,Shanklin,PO37 3ME,2024-06-07,Active,Organic,
536,Elizabeth Williams,139 Park Rd,East Cowes,PO32 6TG,2023-02-24,Active,Door-to-Door,
537,Michael Robinson,17 Mill Hill Rd,Shanklin,PO37 6CV,2024-08-24,Active,Organic,
538,William Williams,106 Main Rd,Newport,PO30 8RR,2025-11-04,Active,Google Search,
539,Robert Williams,23 Main Rd,East Cowes,PO32 5ZY,2023-10-11,Active,Organic,
540,Mary Brown,142 Arctic Rd,Seaview,PO34 1FY,2023-07-18,Active,Organic,
541,Mary Davies,67 Park Rd,Shanklin,PO37 9LC,2026-03-30,Active,Instagram Influencer,
542,Patricia Taylor,113 Queens Rd,Ryde,PO33 3LK,2025-12-25,Active,Door-to-Door,
543,Jennifer Smith,65 Tithe Barn,Newport,PO30 2KS,2025-05-02,Active,Leaflets,
544,Linda Jones,42 Station Rd,Ryde,PO33 6QG,2023-12-09,Active,Instagram Influencer,
545,Mary Johnson,97 Queens Rd,East Cowes,PO32 2SJ,2024-11-12,Churned,Organic,2025-09-02
546,Robert Davies,126 Park Rd,Ryde,PO33 1MZ,2025-06-29,Active,Door-to-Door,
547,Patricia Johnson,120 Broadway,Ryde,PO33 1BZ,2024-09-10,Churned,Organic,2025-07-05
548,Jennifer Robinson,30 London Rd,Newport,PO30 5ED,2024-09-14,Active,Local Fair,
549,James Williams,9 Main Rd,Sandown,PO36 8QY,2024-12-12,Active,Local Fair,
550,Jennifer Brown,71 High St,Ryde,PO33 1VB,2025-06-06,Active,Sponsorship,
551,Linda Johnson,26 York St,Newport,PO30 6GX,2024-04-30,Active,Organic,
552,William Taylor,120 Tithe Barn,Newport,PO30 1AB,2024-05-23,Churned,Organic,2025-02-05
553,Patricia Williams,130 Arctic Rd,Sandown,PO36 1DW,2023-09-14,Active,Google Search,
554,Elizabeth Williams,12 Church Rd,Newport,PO30 9DF,2023-09-26,Active,Google Search,
555,Linda Johnson,70 Church Rd,Ventnor,PO38 6MR,2026-03-04,Active,Organic,
556,Robert Brown,44 High St,Newport,PO30 6HU,2025-04-02,Active,Organic,
557,William Davies,120 York St,Shanklin,PO37 2SN,2025-01-25,Active,Google Search,
558,Patricia Johnson,106 Church Rd,Bembridge,PO35 5GB,2023-05-19,Churned,Radio Ad,2024-11-08
559,Patricia Johnson,39 Church Rd,Newport,PO30 5YC,2025-12-13,Active,Google Search,
560,Patricia Williams,108 London Rd,East Cowes,PO32 1ZR,2024-12-09,Active,Google Search,
561,Elizabeth Wilson,123 Queens Rd,East Cowes,PO32 1PX,2025-02-02,Active,Leaflets,
562,Jennifer Jones,136 Arctic Rd,Cowes,PO31 1NE,2025-02-22,Active,Billboards,
563,William Wilson,107 London Rd,Shanklin,PO37 1JW,2023-05-21,Active,Organic,
564,William Taylor,17 Church Rd,Ryde,PO33 1BU,2023-09-30,Active,Organic,
565,William Brown,92 Park Rd,Cowes,PO31 5GR,2023-05-14,Active,Sponsorship,
566,Mary Robinson,65 Broadway,Newport,PO30 6PI,2026-03-25,Active,Local Fair,
567,James Williams,4 Queens Rd,Ryde,PO33 5IV,2025-07-01,Active,Organic,
568,Mary Robinson,148 Main Rd,East Cowes,PO32 6TG,2025-05-07,Active,Radio Ad,
569,John Brown,30 Victoria Ave,East Cowes,PO32 8SY,2023-11-10,Churned,Organic,2024-09-25
570,Michael Wright,106 Queens Rd,Newport,PO30 2EI,2024-08-03,Active,Organic,
571,Patricia Wilson,88 York St,Cowes,PO31 9ZG,2025-10-21,Active,Leaflets,
572,Michael Williams,21 Broadway,Cowes,PO31 4KH,2024-01-30,Active,Organic,
573,Patricia Johnson,21 High St,Sandown,PO36 5MJ,2023-11-01,Active,Door-to-Door,
574,William Taylor,78 York St,Seaview,PO34 1XO,2023-09-13,Active,Google Search,
575,Mary Wright,104 Park Rd,Shanklin,PO37 3LU,2025-03-07,Active,Billboards,
